                  objname , objtype ,     de2000 ,     al2000 ,        v ,      e_v ,     vopt ,   e_vopt ,     vrad ,   e_vrad ,     bt ,   e_bt ,  type ,  bar ,  ring ,  multiple , compactness ,     t ,   e_t ,   logd25 , e_logd25 ,   logr25 , e_logr25 ,     pa ,   incl ,    logdc ,    btc ,    itc ,   ubtc ,   bvtc ,   m21c ,    hic ,   mabs , agnclass ,     kt ,  e_kt ,     it ,   e_it ,     ut ,     vt ,   mfir ,  e_ut ,  e_vt ,</strong>
  PGC2790948                  , G       ,   49.88030 ,   17.31277 ,     1039 ,       18 ,     1039 ,       18 ,          ,          ,  17.70 ,   0.50 ,       ,      ,       ,           ,             ,       ,       ,          ,          ,          ,          ,        ,        ,          ,  17.58 ,        ,        ,        ,        ,        , -13.94 ,          ,        ,       ,        ,        ,        ,        ,        ,       ,       ,
  PGC2801026                  , G       ,   54.37083 ,   16.22992 ,      -75 ,       10 ,      -75 ,       10 ,          ,          ,  17.00 ,   0.50 , I     ,      ,       ,           ,             ,  10.0 ,   0.9 ,          ,          ,          ,          ,        ,        ,          ,  16.96 ,        ,        ,        ,        ,        ,  -9.45 ,          ,        ,       ,        ,        ,        , 15.728 ,        ,       ,  0.24 ,
  PGC2801028                  , G       ,   21.91786 ,   16.68230 ,     2819 ,        6 ,     2819 ,        6 ,          ,          ,  18.00 ,   0.50 , I     ,      ,       ,           ,             ,  10.0 ,   1.4 ,          ,          ,          ,          ,        ,        ,          ,  17.77 ,        ,        ,        ,        ,        , -15.47 ,          ,        ,       ,        ,        ,        ,        ,        ,       ,       ,
  PGC2801031                  , G       ,    7.99874 ,   16.94404 ,     1473 ,        4 ,     1484 ,       60 ,     1473 ,        6 ,  17.00 ,   0.50 , I     ,      ,       ,           ,             ,  10.0 ,   2.0 ,          ,          ,          ,          ,        ,        ,          ,  16.47 ,        ,        ,        ,        ,        , -15.45 ,          ,        ,       ,        ,        ,        ,        ,        ,       ,       ,
  PGC2801034                  , G       ,   13.90773 ,   17.21169 ,     1502 ,        4 ,     1504 ,       60 ,     1502 ,        5 ,  17.80 ,   0.50 , I     ,      ,       ,           ,             ,  10.0 ,   1.2 ,          ,          ,          ,          ,        ,        ,          ,  17.13 ,        ,        ,        ,        ,        , -14.89 ,          ,        ,       ,        ,        ,        ,        ,        ,       ,       ,
  PGC2801036                  , G       ,    2.11624 ,   17.77120 ,     2988 ,        6 ,     2988 ,        6 ,          ,          ,  17.90 ,   0.50 , Sm    ,      ,       ,           ,             ,   8.5 ,   1.5 ,          ,          ,          ,          ,        ,        ,          ,  15.93 ,        ,        ,        ,        ,        , -17.38 ,          ,        ,       ,        ,        ,        ,        ,        ,       ,       ,
  PGC2801038                  , G       ,   21.84808 ,   17.98353 ,     2043 ,        6 ,     2043 ,       60 ,     2043 ,        9 ,  18.10 ,   0.50 , I     ,      ,       ,           ,             ,  10.0 ,   1.2 ,          ,          ,          ,          ,        ,        ,          ,  17.62 ,        ,        ,        ,        ,        , -15.00 ,          ,        ,       ,        ,        ,        ,        ,        ,       ,       ,
  PGC2801039                  , G       ,   23.14149 ,   18.08533 ,     2473 ,       11 ,     2492 ,       60 ,     2472 ,       16 ,  16.50 ,   0.50 , I     ,      ,       ,           ,             ,  10.0 ,   1.4 ,          ,          ,          ,          ,        ,        ,          ,  16.01 ,        ,        ,        ,        ,        , -16.99 ,          ,        ,       ,        ,        ,        ,        ,        ,       ,       ,
  PGC2801030                  , G       ,   22.33765 ,   16.80598 ,     2870 ,        6 ,     2870 ,        6 ,          ,          ,  18.14 ,   0.50 , Sm    ,      ,       ,           ,             ,   9.0 ,   1.7 ,     0.74 ,     0.23 ,     0.48 ,     0.10 ,   31.8 ,   90.0 ,     0.74 ,  17.02 ,  17.69 ,        ,        ,        ,        , -16.26 ,          ,        ,       ,  17.79 ,   0.26 , 19.016 ,        ,        , 0.087 ,       ,
  PGC2801041                  , G       ,    9.98733 ,   18.28802 ,     2189 ,        5 ,     2189 ,        5 ,          ,          ,  17.60 ,   0.50 , Sm    ,      ,       ,           ,             ,   9.0 ,   2.0 ,          ,          ,          ,          ,        ,        ,          ,  16.72 ,        ,        ,        ,        ,        , -15.97 ,          ,        ,       ,        ,        ,        ,        ,        ,       ,       ,
  PGC2802325                  , G       ,    2.62206 ,    7.09406 ,     1745 ,        5 ,          ,          ,     1745 ,        5 ,  18.30 ,   0.50 , Sd    ,      ,       ,           ,             ,   8.0 ,   1.4 ,          ,          ,          ,          ,        ,        ,          ,  16.31 ,        ,        ,        ,        ,        , -15.55 ,          ,        ,       ,        ,        ,        ,        ,        ,       ,       ,
  PGC2802326                  , G       ,   63.19280 ,    7.20807 ,     1725 ,        8 ,     1722 ,       60 ,     1725 ,       12 ,  16.50 ,   0.50 , Sm    ,      ,       ,           ,             ,   9.0 ,   2.0 ,          ,          ,          ,          ,        ,        ,          ,  16.20 ,        ,        ,        ,        ,        , -16.05 ,          ,        ,       ,        ,        ,        ,        ,        ,       ,       ,
  PGC2802336                  , G       ,  -22.01829 ,    7.50224 ,      778 ,        3 ,      776 ,       60 ,      778 ,        4 ,        ,        ,       ,      ,       ,           ,             ,       ,       ,          ,          ,          ,          ,   23.0 ,        ,          ,        ,        ,        ,        ,        ,        ,        ,          ,  9.775 , 0.878 ,        ,        ,        ,        ,        ,       ,       ,
  PGC2807061                  , G       ,   -4.20559 ,    7.00804 ,      291 ,        4 ,          ,          ,      291 ,        4 ,  18.00 ,   0.35 , I     ,      ,       ,           ,             ,  10.0 ,   2.0 ,     1.30 ,     0.10 ,     0.22 ,     0.10 ,        ,   61.7 ,     1.71 ,  13.18 ,        ,        ,        ,  13.82 ,   0.63 , -12.94 ,          ,        ,       ,        ,        ,        ,        ,        ,       ,       ,
  PGC2807062                  , G       ,   -9.05457 ,    7.30583 ,      914 ,        5 ,          ,          ,      914 ,        5 ,        ,        , Sd    ,      ,       ,           ,             ,   8.0 ,   2.0 ,          ,          ,          ,          ,        ,        ,          ,        ,        ,        ,        ,        ,        ,        ,          ,        ,       ,        ,        ,        ,        ,        ,       ,       ,
  PGC2807063                  , G       ,  -19.45630 ,    7.60250 ,      786 ,        5 ,          ,          ,      786 ,        5 ,        ,        ,       ,      ,       ,           ,             ,       ,       ,          ,          ,          ,          ,        ,        ,          ,        ,        ,        ,        ,        ,        ,        ,          ,        ,       ,        ,        ,        ,        ,        ,       ,       ,
  PGC2807122                  , G       ,   47.51306 ,    6.79868 ,      451 ,        1 ,      451 ,        2 ,      451 ,        8 ,  17.40 ,   0.50 , I     ,      ,       ,           ,             ,  10.0 ,   1.4 ,          ,          ,          ,          ,        ,        ,          ,  17.00 ,        ,        ,        ,        ,        , -12.67 ,          ,        ,       ,        ,        ,        ,        ,        ,       ,       ,
  PGC2807123                  , G       ,   -1.50400 ,    7.63394 ,     1349 ,        6 ,          ,          ,     1349 ,        6 ,        ,        , I     ,      ,       ,           ,             ,  10.0 ,   2.0 ,          ,          ,          ,          ,        ,        ,          ,        ,        ,        ,        ,        ,        ,        ,          ,        ,       ,        ,        ,        ,        ,        ,       ,       ,
  PGC2807126                  , G       ,   69.34700 ,    8.27736 ,     1054 ,        6 ,     1054 ,       60 ,     1054 ,        8 ,        ,        , I     ,      ,       ,           ,             ,  10.0 ,   1.4 ,          ,          ,          ,          ,        ,        ,          ,        ,        ,        ,        ,        ,        ,        ,          ,        ,       ,        ,        ,        ,        ,        ,       ,       ,
  PGC2809279                  , G       ,   12.91813 ,   18.32073 ,     2871 ,       22 ,     2871 ,       22 ,          ,          ,        ,        ,       ,      ,       ,           ,             ,       ,       ,     0.77 ,     0.26 ,     0.32 ,     0.10 ,   85.0 ,   63.0 ,          ,        ,        ,        ,        ,        ,        ,        ,          , 11.337 , 0.041 ,        ,        ,        ,        ,        ,       ,       ,
  PGC2816013                  , G       ,   61.15311 ,   12.41817 ,      702 ,        1 ,      702 ,        1 ,          ,          ,  15.00 ,   0.50 , I     ,      ,       ,           ,             ,  10.0 ,   2.0 ,     0.81 ,     0.21 ,     0.08 ,     0.10 ,  135.9 ,   37.8 ,     0.81 ,  14.78 ,  14.90 ,        ,        ,        ,        , -16.00 ,          ,  13.29 , 0.253 ,  14.94 ,   0.08 ,  15.55 ,        ,        , 0.046 ,       ,
  PGC2816547                  , G       ,   17.08492 ,    6.71462 ,     2521 ,       51 ,     2521 ,       51 ,          ,          ,        ,        ,       ,      ,       ,           ,             ,       ,       ,          ,          ,          ,          ,   85.0 ,        ,          ,        ,        ,        ,        ,        ,        ,        ,          , 12.449 , 0.123 ,        ,        ,        ,        ,        ,       ,       ,
  PGC3082690                  , G       ,   -0.42055 ,   16.80231 ,     2338 ,       39 ,     2338 ,       39 ,          ,          ,  16.27 ,   0.50 , S?    ,      ,       ,           ,             ,   6.0 ,   5.0 ,     0.69 ,     0.25 ,     0.25 ,     0.09 ,  116.0 ,   57.1 ,     0.75 ,  15.01 ,  14.13 ,        ,        ,        ,        , -17.79 ,          , 12.642 , 0.119 ,  14.49 ,   0.10 ,        ,        ,        ,       ,       ,
  PGC3085813                  , G       ,   63.70589 ,    6.72561 ,     2900 ,        5 ,     2900 ,       60 ,     2900 ,        7 ,  17.10 ,   0.50 , I     ,      ,       ,           ,             ,  10.0 ,   2.0 ,          ,          ,          ,          ,        ,        ,          ,  16.72 ,        ,        ,        ,        ,        , -16.55 ,          ,        ,       ,        ,        ,        ,        ,        ,       ,       ,
  PGC3085814                  , G       ,   61.19167 ,    6.95333 ,     1970 ,        5 ,     1970 ,       60 ,     1970 ,        7 ,  16.80 ,   0.50 , Sm    ,      ,       ,           ,             ,   9.0 ,   2.0 ,          ,          ,          ,          ,        ,        ,          ,  16.37 ,        ,        ,        ,        ,        , -16.09 ,          ,        ,       ,        ,        ,        ,        ,        ,       ,       ,
  PGC3085816                  , G       ,   72.96833 ,    7.59189 ,     2592 ,        5 ,     2592 ,       60 ,     2592 ,        7 ,  17.40 ,   0.50 , I     ,      ,       ,           ,             ,  10.0 ,   2.0 ,          ,          ,          ,          ,        ,        ,          ,  17.26 ,        ,        ,        ,        ,        , -15.80 ,          ,        ,       ,        ,        ,        ,        ,        ,       ,       ,
  PGC3085824                  , G       ,   61.52417 ,   11.12167 ,     1673 ,        5 ,     1673 ,       60 ,     1673 ,        7 ,  16.60 ,   0.50 , I     ,      ,       ,           ,             ,  10.0 ,   1.4 ,          ,          ,          ,          ,        ,        ,          ,  16.55 ,        ,        ,        ,        ,        , -15.70 ,          ,        ,       ,        ,        ,        ,        ,        ,       ,       ,
  PGC3088568                  , G       ,   35.62383 ,   18.12473 ,     1530 ,       60 ,     1530 ,       60 ,          ,          ,  16.54 ,   0.50 , S?    ,      ,       ,           ,             ,   9.0 ,   5.0 ,          ,          ,          ,          ,        ,        ,          ,  16.37 ,        ,        ,        ,        ,        , -15.75 ,          ,        ,       ,        ,        ,        ,        ,        ,       ,       ,
  PGC3097166                  , G       ,  -29.16830 ,    6.98704 ,     2459 ,       39 ,     2459 ,       39 ,          ,          ,  16.29 ,   0.50 , E     ,      ,       ,           ,             ,  -5.0 ,   2.0 ,          ,          ,          ,          ,   15.0 ,        ,          ,  15.67 ,        ,        ,        ,        ,        , -16.88 ,          , 10.936 , 0.091 ,        ,        ,        ,        ,        ,       ,       ,
  PGC3097168                  , G       ,  -28.30992 ,    7.06030 ,     2016 ,       39 ,     2016 ,       39 ,          ,          ,        ,        , SBb   , B    ,       ,           ,             ,   3.0 ,   2.0 ,          ,          ,          ,          ,   30.0 ,        ,          ,        ,        ,        ,        ,        ,        ,        ,          , 10.537 , 0.069 ,        ,        ,        ,        ,        ,       ,       ,
  PGC3097697                  , G       ,   -7.82233 ,    7.21499 ,     2445 ,        7 ,          ,          ,     2445 ,        7 ,  18.50 ,   0.50 , I     ,      ,       ,           ,             ,  10.0 ,   2.0 ,     1.00 ,     0.24 ,     0.52 ,     0.08 ,        ,   90.0 ,     1.28 ,  14.33 ,        ,        ,        ,  15.12 ,   0.80 , -18.30 ,          ,        ,       ,        ,        ,        ,        ,        ,       ,       ,
  PGC3097722                  , G       ,   -4.57206 ,   16.09466 ,     1612 ,        4 ,     1612 ,       60 ,     1612 ,        5 ,  18.20 ,   0.50 , I     ,      ,       ,           ,             ,  10.0 ,   1.2 ,     1.11 ,     0.20 ,     0.10 ,     0.08 ,        ,   41.4 ,     1.22 ,  16.80 ,        ,        ,        ,  15.32 ,  -1.49 , -15.21 ,          ,        ,       ,        ,        ,        ,        ,        ,       ,       ,
  PGC3097827                  , G       ,   67.43861 ,    9.74642 ,     -125 ,      130 ,     -125 ,      130 ,          ,          ,  14.60 ,   0.50 , E-S0  ,      ,       ,           ,             ,  -3.0 ,   2.0 ,     1.34 ,     0.10 ,     0.04 ,     0.10 ,        ,   29.4 ,     1.40 ,  14.13 ,        ,        ,   0.64 ,        ,        , -13.72 ,          ,        ,       ,        ,        ,        ,  13.85 ,        ,       , 0.224 ,
  PGC3130829                  , G       ,   45.07142 ,   16.38054 ,     3131 ,        1 ,     3131 ,        1 ,          ,          ,  18.23 ,   0.50 , Sm    ,      ,       ,           ,             ,   9.0 ,   2.0 ,     0.15 ,     0.57 ,     0.05 ,     0.10 ,   43.4 ,   29.9 ,     0.15 ,  18.09 ,  18.21 ,        ,        ,        ,        , -15.40 ,          ,        ,       ,  18.23 ,   0.90 , 19.096 ,        ,        , 0.343 ,       ,
  PGC3138457                  , G       ,   63.45552 ,   11.66554 ,     3160 ,        3 ,     3160 ,        3 ,          ,          ,  18.13 ,   0.50 , I     ,      ,       ,           ,             ,  10.0 ,   3.5 ,     0.48 ,     0.34 ,     0.16 ,     0.10 ,    9.6 ,   53.1 ,     0.49 ,  17.65 ,  17.21 ,        ,        ,        ,        , -15.84 ,          ,        ,       ,  17.29 ,   0.09 , 18.864 ,        ,        , 0.051 ,       ,
  PGC3138619                  , G       ,   63.68546 ,   13.47285 ,     1793 ,        1 ,     1793 ,        1 ,          ,          ,  18.33 ,   0.50 , E     ,      ,       ,           ,             ,  -5.0 ,   2.0 ,     0.42 ,     0.38 ,     0.11 ,     0.10 ,  148.0 ,   59.1 ,     0.42 ,  18.23 ,  17.63 ,        ,        ,        ,        , -14.19 ,          ,        ,       ,  17.66 ,   0.09 , 18.904 ,        ,        , 0.062 ,       ,
  PGC3138727                  , G       ,   63.82385 ,   11.56144 ,     2075 ,        1 ,     2075 ,        1 ,          ,          ,  17.65 ,   0.50 , E     ,      ,       ,           ,             ,  -5.0 ,   2.0 ,     0.39 ,     0.40 ,     0.03 ,     0.10 ,        ,   30.0 ,     0.41 ,  17.49 ,  17.56 ,        ,        ,        ,        , -15.17 ,          ,        ,       ,  17.62 ,   0.10 , 17.945 ,        ,        , 0.028 ,       ,
  PGC3139142                  , G       ,   64.26501 ,   16.74890 ,     2864 ,        1 ,     2864 ,        1 ,          ,          ,  18.45 ,   0.50 , E     ,      ,       ,           ,             ,  -4.0 ,   1.7 ,     0.41 ,     0.39 ,     0.21 ,     0.10 ,   51.2 ,   79.6 ,     0.43 ,  18.21 ,  17.43 ,        ,        ,        ,        , -15.12 ,          ,        ,       ,  17.52 ,   0.06 , 19.122 ,        ,        , 0.059 ,       ,
  PGC3139929                  , G       ,   65.51520 ,   10.68294 ,     3246 ,        2 ,     3246 ,        2 ,          ,          ,  18.42 ,   0.50 , S?    ,      ,       ,           ,             ,  10.0 ,   5.0 ,     0.50 ,     0.34 ,     0.34 ,     0.10 ,   17.9 ,   78.2 ,     0.49 ,  17.71 ,  17.42 ,        ,        ,        ,        , -15.81 ,          ,        ,       ,  17.45 ,   0.06 ,  19.34 ,        ,        , 0.084 ,       ,
